"ProductKey","ProductAlternateKey","ProductSubcategoryKey","WeightUnitMeasureCode","SizeUnitMeasureCode","EnglishProductName","SpanishProductName","FrenchProductName","StandardCost","FinishedGoodsFlag","Color","SafetyStockLevel","ReorderPoint","ListPrice","Size","SizeRange","Weight","DaysToManufacture","ProductLine","DealerPrice","Class","Style","ModelName","LargePhoto","EnglishDescription","FrenchDescription","ChineseDescription","ArabicDescription","HebrewDescription","ThaiDescription","GermanDescription","JapaneseDescription","TurkishDescription","StartDate","EndDate","Status"
"311","BK-R93R-44","2","LB ","CM ","Road-150 Red, 44","Carretera: 150, roja, 44","V?lo de route 150 rouge, 44","2171.2942","True","Red","100","75","3578.2700","44","42-46 CM","13.77","4","R ","2146.9620","H ","U ","Road-150","System.Byte[]","This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.","Ce v?lo est destin? aux champions cyclistes. Mis au point par une ?quipe cycliste professionnelle, ce v?lo poss?de un cadre en aluminium trait? ? chaud extr?mement l?ger et un guidon qui permet une conduite tr?s pr?cise.","??????????????????? Adventure Works Cycles ????????????????????????????????????????","???? ??????? ???? ?????? ???????? ??????? ????????. ?????? ???? ?? ??????? ?? ???? ???? ???? ????????? Adventure Works Cycles? ??? ?? ????? ?????? ?? ?????????? ?????? ???????? ???????? ??? ??????? ????? ????? ???? ??????? ?????? ?? ???????.","??????? ??? ?????? ?? ????? ????????. ????????, ?????? ??? ?? ???? ??????? ?? Adventure Works Cycles (????? ?????), ?? ????? ????????? ??? ????? ??????? ???? ?????? ?????? ????? ??????.","????????????????????????????????????  ???????????????????????? Adventure Works Cycles ????????????????????????????????????????????? ?????????????????????","""Dieses Fahrrad wird von Rennprofis gefahren. Es wurde gemeinsam mit dem Profirennteam von Adventure Works Cycles entwickelt und hat einen extrem leichten, hitzebehandelten Aluminiumrahmen und eine hochpr?zise Steuerung.""","??? ??????????????Adventure Works Cycles ????????? ????? ???????????????????????????????? ?????????????????????????????","""Bu bisiklet yar????lar taraf?ndan kullan?lmaktad?r. Adventure Works Cycles profesyonel yar?? tak?m?yla birlikte geli?tirilen bu bisiklet, son derece hafif, tavlanm?? al?minyum kadroya ve hassas kontrol sa?layan bir gidona sahiptir.""","7/1/2011 12:00:00 AM","12/28/2007 12:00:00 AM",""
"312","BK-R93R-48","2","LB ","CM ","Road-150 Red, 48","Carretera: 150, roja, 48","V?lo de route 150 rouge, 48","2171.2942","True","Red","100","75","3578.2700","48","48-52 CM","14.13","4","R ","2146.9620","H ","U ","Road-150","System.Byte[]","This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.","Ce v?lo est destin? aux champions cyclistes. Mis au point par une ?quipe cycliste professionnelle, ce v?lo poss?de un cadre en aluminium trait? ? chaud extr?mement l?ger et un guidon qui permet une conduite tr?s pr?cise.","??????????????????? Adventure Works Cycles ????????????????????????????????????????","???? ??????? ???? ?????? ???????? ??????? ????????. ?????? ???? ?? ??????? ?? ???? ???? ???? ????????? Adventure Works Cycles? ??? ?? ????? ?????? ?? ?????????? ?????? ???????? ???????? ??? ??????? ????? ????? ???? ??????? ?????? ?? ???????.","??????? ??? ?????? ?? ????? ????????. ????????, ?????? ??? ?? ???? ??????? ?? Adventure Works Cycles (????? ?????), ?? ????? ????????? ??? ????? ??????? ???? ?????? ?????? ????? ??????.","????????????????????????????????????  ???????????????????????? Adventure Works Cycles ????????????????????????????????????????????? ?????????????????????","""Dieses Fahrrad wird von Rennprofis gefahren. Es wurde gemeinsam mit dem Profirennteam von Adventure Works Cycles entwickelt und hat einen extrem leichten, hitzebehandelten Aluminiumrahmen und eine hochpr?zise Steuerung.""","??? ??????????????Adventure Works Cycles ????????? ????? ???????????????????????????????? ?????????????????????????????","""Bu bisiklet yar????lar taraf?ndan kullan?lmaktad?r. Adventure Works Cycles profesyonel yar?? tak?m?yla birlikte geli?tirilen bu bisiklet, son derece hafif, tavlanm?? al?minyum kadroya ve hassas kontrol sa?layan bir gidona sahiptir.""","7/1/2011 12:00:00 AM","12/28/2007 12:00:00 AM",""
"313","BK-R93R-52","2","LB ","CM ","Road-150 Red, 52","Carretera: 150, roja, 52","V?lo de route 150 rouge, 52","2171.2942","True","Red","100","75","3578.2700","52","48-52 CM","14.42","4","R ","2146.9620","H ","U ","Road-150","System.Byte[]","This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.","Ce v?lo est destin? aux champions cyclistes. Mis au point par une ?quipe cycliste professionnelle, ce v?lo poss?de un cadre en aluminium trait? ? chaud extr?mement l?ger et un guidon qui permet une conduite tr?s pr?cise.","??????????????????? Adventure Works Cycles ????????????????????????????????????????","???? ??????? ???? ?????? ???????? ??????? ????????. ?????? ???? ?? ??????? ?? ???? ???? ???? ????????? Adventure Works Cycles? ??? ?? ????? ?????? ?? ?????????? ?????? ???????? ???????? ??? ??????? ????? ????? ???? ??????? ?????? ?? ???????.","??????? ??? ?????? ?? ????? ????????. ????????, ?????? ??? ?? ???? ??????? ?? Adventure Works Cycles (????? ?????), ?? ????? ????????? ??? ????? ??????? ???? ?????? ?????? ????? ??????.","????????????????????????????????????  ???????????????????????? Adventure Works Cycles ????????????????????????????????????????????? ?????????????????????","""Dieses Fahrrad wird von Rennprofis gefahren. Es wurde gemeinsam mit dem Profirennteam von Adventure Works Cycles entwickelt und hat einen extrem leichten, hitzebehandelten Aluminiumrahmen und eine hochpr?zise Steuerung.""","??? ??????????????Adventure Works Cycles ????????? ????? ???????????????????????????????? ?????????????????????????????","""Bu bisiklet yar????lar taraf?ndan kullan?lmaktad?r. Adventure Works Cycles profesyonel yar?? tak?m?yla birlikte geli?tirilen bu bisiklet, son derece hafif, tavlanm?? al?minyum kadroya ve hassas kontrol sa?layan bir gidona sahiptir.""","7/1/2011 12:00:00 AM","12/28/2007 12:00:00 AM",""
"314","BK-R93R-56","2","LB ","CM ","Road-150 Red, 56","Carretera: 150, roja, 56","V?lo de route 150 rouge, 56","2171.2942","True","Red","100","75","3578.2700","56","54-58 CM","14.68","4","R ","2146.9620","H ","U ","Road-150","System.Byte[]","This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.","Ce v?lo est destin? aux champions cyclistes. Mis au point par une ?quipe cycliste professionnelle, ce v?lo poss?de un cadre en aluminium trait? ? chaud extr?mement l?ger et un guidon qui permet une conduite tr?s pr?cise.","??????????????????? Adventure Works Cycles ????????????????????????????????????????","???? ??????? ???? ?????? ???????? ??????? ????????. ?????? ???? ?? ??????? ?? ???? ???? ???? ????????? Adventure Works Cycles? ??? ?? ????? ?????? ?? ?????????? ?????? ???????? ???????? ??? ??????? ????? ????? ???? ??????? ?????? ?? ???????.","??????? ??? ?????? ?? ????? ????????. ????????, ?????? ??? ?? ???? ??????? ?? Adventure Works Cycles (????? ?????), ?? ????? ????????? ??? ????? ??????? ???? ?????? ?????? ????? ??????.","????????????????????????????????????  ???????????????????????? Adventure Works Cycles ????????????????????????????????????????????? ?????????????????????","""Dieses Fahrrad wird von Rennprofis gefahren. Es wurde gemeinsam mit dem Profirennteam von Adventure Works Cycles entwickelt und hat einen extrem leichten, hitzebehandelten Aluminiumrahmen und eine hochpr?zise Steuerung.""","??? ??????????????Adventure Works Cycles ????????? ????? ???????????????????????????????? ?????????????????????????????","""Bu bisiklet yar????lar taraf?ndan kullan?lmaktad?r. Adventure Works Cycles profesyonel yar?? tak?m?yla birlikte geli?tirilen bu bisiklet, son derece hafif, tavlanm?? al?minyum kadroya ve hassas kontrol sa?layan bir gidona sahiptir.""","7/1/2011 12:00:00 AM","12/28/2007 12:00:00 AM",""
"315","BK-R68R-58","2","LB ","CM ","Road-450 Red, 58","Carretera: 450, roja, 58","V?lo de route 450 rouge, 58","884.7083","True","Red","100","75","1457.9900","58","54-58 CM","17.79","4","R ","874.7940","M ","U ","Road-450","System.Byte[]","A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.","Un v?ritable v?lo multi-sports, qui offre une conduite optimis?e et une ligne r?volutionnaire. Sa ligne a?rodynamique vous permet de l'utiliser en course et ses vitesses de gravir les cols.","??????????????????????????????????????????????????????????????","???? ????? ???? ?????? ?? ???????? ??? ????? ?????? ???? ?????? ???????? ??? ????? ?????? ???????. ???? ?? ??????? ?????????? ??????? ??????? ??????? ?? ?????????? ??? ???? ????? ????? ?????? ???????? ???? ????? ???????? ????? ????????.","??????? ????? ??????? ????? ????? ?????? ??????? ????? ???? ?????? ??????. ????? ??????????? ????? ????? ?? ???????? ??????? ????? ??????? ?????? ?? ?? ??? ?????.","??????????????????????????????????????????????????? ????????????????????????  ???????????????????? ?????????????????????????????? ???????????????????????????????????????????????????????????","Ein vielseitiges und windschnittiges Sportfahrrad mit einem revolution?ren Design. Fahren Sie wie ein Profi mit dem aerodynamischen Design und der erstklassigen Gangschaltung f?r h?gelige Strecken.","??????????????????????????????? ????????????????????????????????????????????????","Ak?c? s?r?? ve ????r a??c? bir tasar?m sunan ger?ek bir ?ok ama?l? spor bisikleti. Aerodinamik tasar?m? profesyonellerle s?rmenize olanak verir ve vitesleri tepeleri fetheder.","7/1/2011 12:00:00 AM","12/28/2007 12:00:00 AM",""
"316","BK-R68R-60","2","LB ","CM ","Road-450 Red, 60","Carretera: 450, roja, 60","V?lo de route 450 rouge, 60","884.7083","True","Red","100","75","1457.9900","60","60-62 CM","17.9","4","R ","874.7940","M ","U ","Road-450","System.Byte[]","A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.","Un v?ritable v?lo multi-sports, qui offre une conduite optimis?e et une ligne r?volutionnaire. Sa ligne a?rodynamique vous permet de l'utiliser en course et ses vitesses de gravir les cols.","??????????????????????????????????????????????????????????????","???? ????? ???? ?????? ?? ???????? ??? ????? ?????? ???? ?????? ???????? ??? ????? ?????? ???????. ???? ?? ??????? ?????????? ??????? ??????? ??????? ?? ?????????? ??? ???? ????? ????? ?????? ???????? ???? ????? ???????? ????? ????????.","??????? ????? ??????? ????? ????? ?????? ??????? ????? ???? ?????? ??????. ????? ??????????? ????? ????? ?? ???????? ??????? ????? ??????? ?????? ?? ?? ??? ?????.","??????????????????????????????????????????????????? ????????????????????????  ???????????????????? ?????????????????????????????? ???????????????????????????????????????????????????????????","Ein vielseitiges und windschnittiges Sportfahrrad mit einem revolution?ren Design. Fahren Sie wie ein Profi mit dem aerodynamischen Design und der erstklassigen Gangschaltung f?r h?gelige Strecken.","??????????????????????????????? ????????????????????????????????????????????????","Ak?c? s?r?? ve ????r a??c? bir tasar?m sunan ger?ek bir ?ok ama?l? spor bisikleti. Aerodinamik tasar?m? profesyonellerle s?rmenize olanak verir ve vitesleri tepeleri fetheder.","7/1/2011 12:00:00 AM","12/28/2007 12:00:00 AM",""
"317","BK-R68R-44","2","LB ","CM ","Road-450 Red, 44","Carretera: 450, roja, 44","V?lo de route 450 rouge, 44","884.7083","True","Red","100","75","1457.9900","44","42-46 CM","16.77","4","R ","874.7940","M ","U ","Road-450","System.Byte[]","A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.","Un v?ritable v?lo multi-sports, qui offre une conduite optimis?e et une ligne r?volutionnaire. Sa ligne a?rodynamique vous permet de l'utiliser en course et ses vitesses de gravir les cols.","??????????????????????????????????????????????????????????????","???? ????? ???? ?????? ?? ???????? ??? ????? ?????? ???? ?????? ???????? ??? ????? ?????? ???????. ???? ?? ??????? ?????????? ??????? ??????? ??????? ?? ?????????? ??? ???? ????? ????? ?????? ???????? ???? ????? ???????? ????? ????????.","??????? ????? ??????? ????? ????? ?????? ??????? ????? ???? ?????? ??????. ????? ??????????? ????? ????? ?? ???????? ??????? ????? ??????? ?????? ?? ?? ??? ?????.","??????????????????????????????????????????????????? ????????????????????????  ???????????????????? ?????????????????????????????? ???????????????????????????????????????????????????????????","Ein vielseitiges und windschnittiges Sportfahrrad mit einem revolution?ren Design. Fahren Sie wie ein Profi mit dem aerodynamischen Design und der erstklassigen Gangschaltung f?r h?gelige Strecken.","??????????????????????????????? ????????????????????????????????????????????????","Ak?c? s?r?? ve ????r a??c? bir tasar?m sunan ger?ek bir ?ok ama?l? spor bisikleti. Aerodinamik tasar?m? profesyonellerle s?rmenize olanak verir ve vitesleri tepeleri fetheder.","7/1/2011 12:00:00 AM","12/28/2007 12:00:00 AM",""
"318","BK-R68R-48","2","LB ","CM ","Road-450 Red, 48","Carretera: 450, roja, 48","V?lo de route 450 rouge, 48","884.7083","True","Red","100","75","1457.9900","48","48-52 CM","17.13","4","R ","874.7940","M ","U ","Road-450","System.Byte[]","A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.","Un v?ritable v?lo multi-sports, qui offre une conduite optimis?e et une ligne r?volutionnaire. Sa ligne a?rodynamique vous permet de l'utiliser en course et ses vitesses de gravir les cols.","??????????????????????????????????????????????????????????????","???? ????? ???? ?????? ?? ???????? ??? ????? ?????? ???? ?????? ???????? ??? ????? ?????? ???????. ???? ?? ??????? ?????????? ??????? ??????? ??????? ?? ?????????? ??? ???? ????? ????? ?????? ???????? ???? ????? ???????? ????? ????????.","??????? ????? ??????? ????? ????? ?????? ??????? ????? ???? ?????? ??????. ????? ??????????? ????? ????? ?? ???????? ??????? ????? ??????? ?????? ?? ?? ??? ?????.","??????????????????????????????????????????????????? ????????????????????????  ???????????????????? ?????????????????????????????? ???????????????????????????????????????????????????????????","Ein vielseitiges und windschnittiges Sportfahrrad mit einem revolution?ren Design. Fahren Sie wie ein Profi mit dem aerodynamischen Design und der erstklassigen Gangschaltung f?r h?gelige Strecken.","??????????????????????????????? ????????????????????????????????????????????????","Ak?c? s?r?? ve ????r a??c? bir tasar?m sunan ger?ek bir ?ok ama?l? spor bisikleti. Aerodinamik tasar?m? profesyonellerle s?rmenize olanak verir ve vitesleri tepeleri fetheder.","7/1/2011 12:00:00 AM","12/28/2007 12:00:00 AM",""
"319","BK-R68R-52","2","LB ","CM ","Road-450 Red, 52","Carretera: 450, roja, 52","V?lo de route 450 rouge, 52","884.7083","True","Red","100","75","1457.9900","52","48-52 CM","17.42","4","R ","874.7940","M ","U ","Road-450","System.Byte[]","A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.","Un v?ritable v?lo multi-sports, qui offre une conduite optimis?e et une ligne r?volutionnaire. Sa ligne a?rodynamique vous permet de l'utiliser en course et ses vitesses de gravir les cols.","??????????????????????????????????????????????????????????????","???? ????? ???? ?????? ?? ???????? ??? ????? ?????? ???? ?????? ???????? ??? ????? ?????? ???????. ???? ?? ??????? ?????????? ??????? ??????? ??????? ?? ?????????? ??? ???? ????? ????? ?????? ???????? ???? ????? ???????? ????? ????????.","??????? ????? ??????? ????? ????? ?????? ??????? ????? ???? ?????? ??????. ????? ??????????? ????? ????? ?? ???????? ??????? ????? ??????? ?????? ?? ?? ??? ?????.","??????????????????????????????????????????????????? ????????????????????????  ???????????????????? ?????????????????????????????? ???????????????????????????????????????????????????????????","Ein vielseitiges und windschnittiges Sportfahrrad mit einem revolution?ren Design. Fahren Sie wie ein Profi mit dem aerodynamischen Design und der erstklassigen Gangschaltung f?r h?gelige Strecken.","??????????????????????????????? ????????????????????????????????????????????????","Ak?c? s?r?? ve ????r a??c? bir tasar?m sunan ger?ek bir ?ok ama?l? spor bisikleti. Aerodinamik tasar?m? profesyonellerle s?rmenize olanak verir ve vitesleri tepeleri fetheder.","7/1/2011 12:00:00 AM","12/28/2007 12:00:00 AM",""
"320","BK-R50R-58","2","LB ","CM ","Road-650 Red, 58","Carretera: 650, roja, 58","V?lo de route 650 rouge, 58","413.1463","True","Red","100","75","699.0982","58","54-58 CM","19.79","4","R ","419.4589","L ","U ","Road-650","System.Byte[]","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.","V?lo tr?s s?duisant comportant de nombreuses caract?ristiques des mod?les haut de gamme. B?n?ficie du cadre l?ger et rigide, mais aussi de la ligne performante qui ont fait notre r?putation.","??????????????????????????????????????????????????","???? ????? ??? ??? ????? ?????????? ??? ????? ??????? ?? ????? ???? ?????? ????????. ???? ????? ????? ??? ????? ?? ?? ???? ???? ????? ????? ?? ???????.","??????? ??????? ????? ????? ?????? ????? ???? ??????? ???? ??? ?????? ????. ????????? ?????? ?????? ????? ?????? ?????? ???? ??? ????????.","???????????????????????? ??????????????????????????????????????????  ??????????????? ????? ??????????????????????????????????????","""Kosteng?nstiges Rad mit vielen Funktionen unserer Topmodelle. Verf?gt ?ber denselben leichten, robusten Rahmen und die schnelle Beschleunigung, die uns bekannt gemacht hat.""","????????????????????????????????? ????????????????????????????????????????????","De?erine uygun olarak fiyatland?r?lan bisikletin bir ?ok ?zelli?i en ?st s?n?f modellerinkilerle ayn?d?r. Ayn? hafif sa?lam kadroya ve herkesin takdir etti?i ?abuk h?zlanma ?zelli?imize sahiptir.","7/1/2011 12:00:00 AM","12/28/2007 12:00:00 AM",""
